                                kicad schematic
                                Transient Analysis  Thu Nov 07 00:15:03  2024
--------------------------------------------------------------------------------
Index   time            v1#branch       v2#branch       
--------------------------------------------------------------------------------
0	0.000000e+00	-4.28276e-04	0.000000e+00	
1	1.000000e-04	-4.28276e-04	-3.24165e-09	
2	2.000000e-04	-4.28276e-04	-3.23936e-09	
3	4.000000e-04	-4.28276e-04	-3.22281e-09	
4	8.000000e-04	-4.28276e-04	-3.17331e-09	
5	1.600000e-03	-4.28276e-04	-2.96116e-09	
6	3.200000e-03	-4.28276e-04	-2.16687e-09	
7	6.400000e-03	-4.28276e-04	4.667907e-10	
8	9.837715e-03	-4.28276e-04	3.180704e-09	
9	1.360152e-02	-4.28276e-04	3.025845e-09	
10	1.672819e-02	-4.28276e-04	6.060487e-10	
11	1.982369e-02	-4.28276e-04	-2.01307e-09	
12	2.364906e-02	-4.28276e-04	-3.67132e-09	
13	2.713818e-02	-4.28276e-04	-1.56216e-09	
14	3.012625e-02	-4.28276e-04	8.179904e-10	
15	3.337633e-02	-4.28276e-04	3.342698e-09	
16	3.703678e-02	-4.28276e-04	2.856855e-09	
17	4.008995e-02	-4.28276e-04	5.790528e-10	
18	4.312048e-02	-4.28276e-04	-2.10948e-09	
19	4.709560e-02	-4.28276e-04	-3.62874e-09	
20	5.055260e-02	-4.28276e-04	-1.44150e-09	
21	5.356866e-02	-4.28276e-04	9.904514e-10	
22	5.682008e-02	-4.28276e-04	3.402557e-09	
23	6.044626e-02	-4.28276e-04	2.770153e-09	
24	6.347106e-02	-4.28276e-04	4.659903e-10	
25	6.652788e-02	-4.28276e-04	-2.22319e-09	
26	7.061756e-02	-4.28276e-04	-3.61810e-09	
27	7.405092e-02	-4.28276e-04	-1.19155e-09	
28	7.745439e-02	-4.28276e-04	1.481020e-09	
29	8.057482e-02	-4.28276e-04	3.555161e-09	
30	8.414411e-02	-4.28276e-04	2.470379e-09	
31	8.708081e-02	-4.28276e-04	1.705780e-10	
32	9.022481e-02	-4.28276e-04	-2.56237e-09	
33	9.470970e-02	-4.28276e-04	-3.46377e-09	
34	9.805343e-02	-4.28276e-04	-3.95119e-10	
35	1.013586e-01	-4.28276e-04	1.853634e-09	
36	1.049220e-01	-4.28276e-04	3.870652e-09	
37	1.084939e-01	-4.28276e-04	1.426638e-09	
38	1.114415e-01	-4.28276e-04	-5.80615e-10	
39	1.147106e-01	-4.28276e-04	-3.48812e-09	
40	1.184523e-01	-4.28276e-04	-2.70281e-09	
41	1.214503e-01	-4.28276e-04	-7.47228e-10	
42	1.245073e-01	-4.28276e-04	2.240910e-09	
43	1.284480e-01	-4.28276e-04	3.486111e-09	
44	1.318520e-01	-4.28276e-04	1.657607e-09	
45	1.348921e-01	-4.28276e-04	-1.06435e-09	
46	1.381236e-01	-4.28276e-04	-3.23011e-09	
47	1.417069e-01	-4.28276e-04	-2.97098e-09	
48	1.448005e-01	-4.28276e-04	-4.06238e-10	
49	1.478676e-01	-4.28276e-04	2.063544e-09	
50	1.518760e-01	-4.28276e-04	3.736783e-09	
51	1.553646e-01	-4.28276e-04	1.182967e-09	
52	1.584226e-01	-4.28276e-04	-1.04147e-09	
53	1.616639e-01	-4.28276e-04	-3.58566e-09	
54	1.653095e-01	-4.28276e-04	-2.52991e-09	

Index   time            v1#branch       v2#branch       
--------------------------------------------------------------------------------
55	1.682524e-01	-4.28276e-04	-4.57192e-10	
